drifter_id,segment_id,L,omega_ast_bar,sense,npoints,duration_hours,xi_bar,kappa_bar,rho_x
871,2917,2.389600,-0.491792,cw,122,122.0000,-0.929187,5.985131,0.030846
873,2918,3.714636,0.452605,ccw,196,196.0000,0.774465,2.571695,0.013121
876,2919,3.935325,0.448435,ccw,206,206.0000,0.797905,2.503233,0.008597
973,2922,5.315319,0.521310,ccw,245,245.0000,0.786470,2.494256,0.006693
932,2927,4.214313,0.552866,ccw,166,166.0000,0.828400,3.767788,0.006316
935,2928,4.541481,0.466546,ccw,181,181.0000,0.730570,5.730495,0.015583
935,2928,3.758128,0.454130,ccw,197,197.0000,0.783581,2.573838,0.007384
991,2930,6.403669,0.598749,ccw,276,276.0000,0.786550,2.806834,0.000000
996,2931,4.018166,0.449864,ccw,209,209.0000,0.797587,2.515775,0.009207
999,2932,3.970423,0.447103,ccw,207,207.0000,0.792617,2.493711,0.007981
1044,2933,2.368407,0.397885,ccw,147,147.0000,0.845489,4.029359,0.019231
841,2936,4.918042,0.602557,ccw,186,186.0000,0.839653,4.152300,0.000000
936,2937,3.998019,0.453853,ccw,208,208.0000,0.796197,2.482950,0.005151
994,2939,2.017206,0.390668,ccw,126,126.0000,0.866185,4.192772,0.026172
799,2940,3.658259,0.645170,ccw,120,120.0000,0.914199,4.253821,0.000000
799,2940,3.745219,0.450769,ccw,197,197.0000,0.774973,2.587492,0.011670
848,2941,3.772425,0.451083,ccw,198,198.0000,0.783854,2.599592,0.007631
930,2942,7.462228,0.520877,ccw,332,332.0000,0.870716,3.216039,0.000000
931,2943,3.987325,0.451228,ccw,208,208.0000,0.785593,2.505336,0.004195
939,2944,4.652364,0.465836,ccw,181,181.0000,0.656181,6.058006,0.045380
939,2944,3.728161,0.449758,ccw,197,197.0000,0.776225,2.609843,0.013064
977,2945,2.387120,-0.429822,cw,136,136.0000,-0.856673,16.581554,0.091604
979,2946,3.148756,0.622725,ccw,105,105.0000,0.905307,3.810862,0.000000
979,2946,3.867086,0.449965,ccw,202,202.0000,0.795077,2.491775,0.007101
1049,2947,3.966874,0.448004,ccw,207,207.0000,0.793672,2.487362,0.008599
130,2948,3.912363,0.452977,ccw,206,206.0000,0.788107,2.488826,0.004090
780,2949,1.775500,0.425222,ccw,101,101.0000,0.860726,3.779923,0.038934
798,2950,1.727873,0.381822,ccw,110,110.0000,0.887331,4.431291,0.032967
846,2951,3.402676,0.657177,ccw,112,112.0000,0.896693,4.095684,0.000000
846,2951,3.189775,-0.463023,cw,139,139.0000,-0.891841,15.970295,0.072843
847,2952,4.567993,0.465059,ccw,181,181.0000,0.687396,5.724626,0.035526
847,2952,3.741266,0.452530,ccw,197,197.0000,0.776166,2.583754,0.011670
934,2957,3.762646,0.450919,ccw,197,197.0000,0.777106,2.576296,0.011669
934,2957,1.729016,-0.497257,cw,89,89.0000,-0.945805,7.865649,0.044125
1045,2959,2.663692,0.476323,ccw,107,107.0000,0.837386,3.805147,0.015861
137,2960,3.937715,0.451644,ccw,206,206.0000,0.789848,2.491238,0.004573
792,2961,3.778380,0.451936,ccw,198,198.0000,0.787937,2.665573,0.007076
842,2963,1.688643,0.276353,ccw,152,152.0000,0.930247,5.410352,0.062164
843,2964,3.051194,0.433446,ccw,168,168.0000,0.776396,2.631406,0.029188
844,2965,3.269702,0.459252,ccw,175,175.0000,0.816106,2.729807,0.007205
135,2969,2.712460,0.439305,ccw,143,143.0000,0.683716,2.673767,0.095832
796,2972,4.713831,0.558478,ccw,224,224.0000,0.731156,3.322196,0.010336
796,2972,3.367365,0.129454,ccw,613,613.0000,0.882656,26.805086,0.036575
133,2976,2.465940,0.272584,ccw,237,237.0000,0.878095,12.071723,0.046847
910,2981,3.605873,0.447848,ccw,191,191.0000,0.787955,2.566470,0.012981
1041,2982,1.643345,0.549865,ccw,66,66.0000,0.931755,3.495888,0.013863
784,2986,3.734650,0.446702,ccw,196,196.0000,0.778123,2.594182,0.012899
817,2991,5.360517,0.506210,ccw,253,253.0000,0.825196,5.482361,0.000000
819,2992,3.514433,0.444247,ccw,187,187.0000,0.776580,2.585452,0.015188
766,2995,3.926376,0.443301,ccw,206,206.0000,0.785563,2.469952,0.006217
770,2996,3.971276,0.452108,ccw,207,207.0000,0.805173,2.540726,0.005701
775,2997,3.944514,0.446373,ccw,206,206.0000,0.795698,2.477954,0.009448
892,2999,3.105837,0.511737,ccw,133,133.0000,0.899477,4.224311,0.006877
897,3000,3.069068,-0.061133,cw,1300,1300.0000,-0.933963,59.823443,0.014360
899,3001,3.793523,0.452343,ccw,199,199.0000,0.772753,2.573806,0.011670
918,3004,3.917682,0.448884,ccw,206,206.0000,0.789940,2.492223,0.006449
918,3004,1.759793,-0.499480,cw,90,90.0000,-0.950783,7.640657,0.037540
774,3005,3.590975,0.656932,ccw,117,117.0000,0.895837,4.181513,0.000000
774,3005,3.431476,0.451087,ccw,183,183.0000,0.775872,2.667446,0.015085
816,3006,3.246186,0.662461,ccw,107,107.0000,0.853635,3.052806,0.010303
816,3006,3.954112,0.447471,ccw,207,207.0000,0.774928,2.453437,0.009336
818,3007,3.942743,0.452105,ccw,206,206.0000,0.791448,2.487704,0.004751
894,3008,4.512288,0.592548,ccw,170,170.0000,0.852076,4.286895,0.000000
896,3009,3.945730,0.448430,ccw,207,207.0000,0.793022,2.488998,0.007981
914,3010,1.701543,0.390091,ccw,104,104.0000,0.880788,4.481823,0.036307
914,3010,3.966813,0.450608,ccw,207,207.0000,0.793133,2.483588,0.005352
914,3010,1.758769,-0.498957,cw,90,90.0000,-0.948193,7.676806,0.034758
952,3011,4.633972,0.594011,ccw,174,174.0000,0.869556,4.343522,0.000000
853,3012,2.129655,0.389104,ccw,135,135.0000,0.820246,4.867072,0.040793
853,3012,4.656416,0.473753,ccw,240,240.0000,0.723299,2.742552,0.015458
859,3013,3.699301,0.447338,ccw,195,195.0000,0.778765,2.586605,0.012899
859,3013,1.787788,-0.499492,cw,91,91.0000,-0.948626,7.621528,0.042002
898,3015,3.888665,0.647065,ccw,141,141.0000,0.758501,3.235002,0.039687
1089,3017,1.578384,0.521684,ccw,76,76.0000,0.867435,3.437136,0.036490
890,3019,4.429698,0.547374,ccw,177,177.0000,0.877695,4.280783,0.000000
891,3020,2.939420,0.394960,ccw,191,191.0000,0.773177,6.496065,0.033811
1087,3022,3.878670,0.449624,ccw,203,203.0000,0.785288,2.511087,0.008478
1093,3023,4.004657,0.449421,ccw,208,208.0000,0.789597,2.496651,0.007532
1094,3024,3.975671,0.449729,ccw,207,207.0000,0.794984,2.469399,0.009448
830,3025,3.953738,0.447031,ccw,207,207.0000,0.795744,2.529280,0.009448
851,3028,2.915650,0.390064,ccw,191,191.0000,0.787506,6.608253,0.025457
838,3038,3.942803,0.449592,ccw,206,206.0000,0.805716,2.542575,0.009622
793,3042,3.706308,0.169414,ccw,484,484.0000,0.822156,16.319140,0.066883
832,3043,3.682598,0.448232,ccw,194,194.0000,0.786257,2.576172,0.013323
773,3058,1.972362,0.227242,ccw,184,184.0000,0.963352,12.100308,0.052563
779,3061,3.499498,0.440717,ccw,187,187.0000,0.775276,2.606649,0.015184
839,3062,3.774400,0.451155,ccw,199,199.0000,0.762805,2.576075,0.014274
17,3070,3.543010,0.544555,ccw,161,161.0000,0.834897,3.574574,0.007281
887,3071,1.820813,0.359509,ccw,95,95.0000,0.859949,3.833632,0.036666
887,3071,3.957770,0.447924,ccw,207,207.0000,0.794033,2.511599,0.008599
887,3071,2.066009,-0.441200,cw,117,117.0000,-0.936258,9.178372,0.063526
1080,3073,4.272851,0.668756,ccw,147,147.0000,0.854372,2.566186,0.000000
834,3075,1.642226,0.390476,ccw,101,101.0000,0.838499,4.429305,0.058725
834,3075,3.958424,0.449064,ccw,207,207.0000,0.798386,2.505056,0.008721
863,3076,4.229822,0.587588,ccw,156,156.0000,0.905818,4.142868,0.000000
886,3077,3.047638,0.534894,ccw,129,129.0000,0.945776,4.494038,0.000000
889,3078,6.475394,0.594012,ccw,274,274.0000,0.779814,2.679263,0.000000
942,3079,3.949410,0.447773,ccw,207,207.0000,0.786288,2.494658,0.006129
944,3080,2.189460,0.401568,ccw,122,122.0000,0.864475,4.644182,0.018136
10,3082,3.789775,0.453302,ccw,199,199.0000,0.777906,2.604626,0.011391
1086,3083,3.557492,0.679901,ccw,120,120.0000,0.848208,2.642060,0.013654
861,3084,3.990497,0.451609,ccw,207,207.0000,0.797973,2.497161,0.005362
882,3085,3.790217,0.451921,ccw,199,199.0000,0.780400,2.574594,0.011770
18,3088,3.953009,0.448191,ccw,206,206.0000,0.791569,2.511632,0.007532
860,3089,3.215272,0.657272,ccw,110,110.0000,0.821026,2.691456,0.020390
860,3089,3.952735,0.447750,ccw,207,207.0000,0.778579,2.462069,0.008862
943,3090,4.234286,0.691182,ccw,140,140.0000,0.760852,2.402904,0.038746
1030,3091,3.139677,0.663381,ccw,105,105.0000,0.859260,2.783830,0.010150
1030,3091,3.929085,0.446152,ccw,206,206.0000,0.793632,2.489618,0.007532
14,3092,3.952608,0.448033,ccw,207,207.0000,0.786211,2.493979,0.006285
756,3093,3.948802,0.446924,ccw,207,207.0000,0.791253,2.482219,0.007101
760,3094,5.166571,0.557891,ccw,231,231.0000,0.713042,3.141337,0.010978
856,3095,3.937312,0.454386,ccw,207,207.0000,0.789992,2.503679,0.004573
948,3096,3.887437,0.442405,ccw,205,205.0000,0.784128,2.469134,0.009375
881,3102,3.315276,0.456145,ccw,177,177.0000,0.805822,2.697779,0.011542
1025,3103,1.802043,-0.441197,cw,100,100.0000,-0.951157,6.835305,0.057221
864,3113,2.317305,0.444862,ccw,116,116.0000,0.863341,3.896781,0.015501
762,3119,2.752939,-0.090933,cw,744,744.0000,-0.895146,24.942266,0.099768
803,3120,2.949538,0.330393,ccw,211,211.0000,0.912549,5.920261,0.000000
862,3123,2.580687,0.344860,ccw,175,175.0000,0.930610,6.512112,0.000000
462,3126,2.933239,-0.057639,cw,1316,1316.0000,-0.885333,83.156993,0.073864
738,3127,2.477127,0.324998,ccw,170,170.0000,0.911320,6.145878,0.005167
747,3137,3.733973,0.447932,ccw,196,196.0000,0.794578,2.611483,0.006011
749,3138,3.947944,0.447308,ccw,207,207.0000,0.792638,2.520727,0.007532
740,3145,3.148202,0.666090,ccw,105,105.0000,0.857819,2.726798,0.010171
740,3145,3.951080,0.447975,ccw,207,207.0000,0.796172,2.498989,0.009448
745,3147,3.945618,0.448272,ccw,205,205.0000,0.794044,2.483182,0.007981
21,3149,3.941162,0.449030,ccw,206,206.0000,0.788993,2.479756,0.006449
946,3151,3.270651,0.606989,ccw,111,111.0000,0.872802,2.990096,0.007346
946,3151,3.934564,0.447133,ccw,206,206.0000,0.791906,2.490398,0.007101
464,3154,3.994351,0.449957,ccw,208,208.0000,0.788231,2.500406,0.007101
528,3155,3.953099,0.448376,ccw,207,207.0000,0.788727,2.459566,0.006449
1021,3162,3.326863,0.449552,ccw,178,178.0000,0.773107,2.618197,0.019053
523,3163,3.669312,0.446218,ccw,195,195.0000,0.781381,2.538987,0.012899
810,3165,3.106666,0.523902,ccw,145,145.0000,0.781066,5.541849,0.019147
1022,3170,2.270471,-0.441441,cw,131,131.0000,-0.933061,6.331548,0.056920
1027,3171,1.668892,0.377196,ccw,109,109.0000,0.823767,4.019689,0.074048
1024,3172,6.482166,0.571635,ccw,273,273.0000,0.805147,2.587792,0.000000
734,3173,3.967602,0.447354,ccw,207,207.0000,0.794387,2.516939,0.008599
815,3175,3.506385,0.638105,ccw,116,116.0000,0.931829,3.706888,0.000000
1026,3176,3.229775,0.653175,ccw,106,106.0000,0.855172,3.016976,0.010081
1026,3176,3.916506,0.443886,ccw,206,206.0000,0.786867,2.472395,0.006269
746,3177,2.790701,0.731189,ccw,77,77.0000,0.924507,3.146004,0.000000
746,3177,3.930642,0.450562,ccw,206,206.0000,0.797465,2.493666,0.006362
1082,3179,3.449601,0.695541,ccw,111,111.0000,0.899525,3.375870,0.000000
1082,3179,3.896124,0.450279,ccw,203,203.0000,0.798746,2.536604,0.009448
1082,3179,1.804853,-0.499253,cw,93,93.0000,-0.933163,7.615793,0.054536
1083,3180,2.872248,0.654502,ccw,82,82.0000,0.923189,3.678219,0.000000
1083,3180,3.932152,0.447384,ccw,206,206.0000,0.790212,2.492060,0.006841
750,3181,3.939826,0.447206,ccw,206,206.0000,0.796674,2.508508,0.009448
753,3182,3.830547,0.448077,ccw,202,202.0000,0.793922,2.501552,0.006449
754,3183,3.958140,0.449325,ccw,207,207.0000,0.795383,2.502759,0.009448
759,3184,3.925502,0.451093,ccw,206,206.0000,0.794063,2.500656,0.005352
769,3185,3.533815,0.436153,ccw,189,189.0000,0.771661,2.525064,0.018146
1028,3186,3.940682,0.447223,ccw,206,206.0000,0.779783,2.457431,0.008862
1088,3188,5.389127,0.538663,ccw,248,248.0000,0.787423,2.554140,0.003731
752,3189,3.949528,0.449234,ccw,205,205.0000,0.792126,2.500168,0.007532
1062,3193,1.716208,0.324333,ccw,131,131.0000,0.928571,10.482549,0.028050
527,3216,3.908008,0.449951,ccw,205,205.0000,0.796419,2.512299,0.008599
901,3217,3.923339,0.451505,ccw,206,206.0000,0.783600,2.498212,0.006579
138,3218,3.486890,0.435438,ccw,187,187.0000,0.804144,2.708170,0.010483
521,3220,3.956846,0.447897,ccw,207,207.0000,0.788413,2.474775,0.006449
1013,3221,2.662603,-0.420219,cw,156,156.0000,-0.908696,5.630333,0.057656
852,3222,3.745083,0.450636,ccw,197,197.0000,0.779077,2.620301,0.011669
555,3223,3.718862,0.451344,ccw,194,194.0000,0.771939,2.636471,0.013493
526,3224,3.919387,0.443460,ccw,205,205.0000,0.791348,2.481539,0.007015
